aeronave_tipo_veiculo;aeronave_motor_quantidade;aeronave_registro_segmento;aeronave_fase_operacao;aeronave_nivel_dano;total_fatalidades
AVIAO;MONOMOTOR;TAXI AEREO;APROXIMACAO FINAL;SUBSTANCIAL;0
AVIAO;MONOMOTOR;TAXI AEREO;CORRIDA APOS POUSO;NENHUM;0
AVIAO;MONOMOTOR;TAXI AEREO;DESCIDA;NENHUM;0
AVIAO;MONOMOTOR;TAXI AEREO;TAXI;LEVE;0
AVIAO;MONOMOTOR;TAXI AEREO;TAXI;NENHUM;0
AVIAO;MONOMOTOR;TAXI AEREO;CORRIDA APOS POUSO;LEVE;0
AVIAO;MONOMOTOR;TAXI AEREO;TAXI;NENHUM;0
AVIAO;MONOMOTOR;TAXI AEREO;CORRIDA APOS POUSO;LEVE;0
AVIAO;MONOMOTOR;TAXI AEREO;CORRIDA APOS POUSO;NENHUM;0
AVIAO;MONOMOTOR;TAXI AEREO;DECOLAGEM;SUBSTANCIAL;0
AVIAO;MONOMOTOR;TAXI AEREO;DESCIDA;LEVE;0
AVIAO;MONOMOTOR;TAXI AEREO;CORRIDA APOS POUSO;NENHUM;0
AVIAO;MONOMOTOR;TAXI AEREO;APROXIMACAO FINAL;DESTRUIDA;0
AVIAO;MONOMOTOR;TAXI AEREO;CORRIDA APOS POUSO;NENHUM;0
AVIAO;MONOMOTOR;TAXI AEREO;POUSO;LEVE;0
AVIAO;MONOMOTOR;TAXI AEREO;SUBIDA;LEVE;0
AVIAO;MONOMOTOR;TAXI AEREO;DECOLAGEM;LEVE;0
AVIAO;MONOMOTOR;TAXI AEREO;TAXI;NENHUM;0
AVIAO;MONOMOTOR;TAXI AEREO;TAXI;NENHUM;0
AVIAO;MONOMOTOR;TAXI AEREO;POUSO;LEVE;0
AVIAO;MONOMOTOR;TAXI AEREO;CORRIDA APOS POUSO;LEVE;0
AVIAO;MONOMOTOR;TAXI AEREO;DECOLAGEM;LEVE;0
AVIAO;MONOMOTOR;TAXI AEREO;CORRIDA APOS POUSO;LEVE;0
AVIAO;MONOMOTOR;TAXI AEREO;PROCEDIMENTO DE APROXIMACAO IFR;LEVE;0
AVIAO;BIMOTOR;PARTICULAR;SUBIDA;LEVE;0
AVIAO;BIMOTOR;PARTICULAR;ESTACIONAMENTO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
AVIAO;TRIMOTOR;PARTICULAR;POUSO;NENHUM;0
AVIAO;BIMOTOR;ADMINISTRACAO DIRETA;CRUZEIRO;NENHUM;0
AVIAO;BIMOTOR;PARTICULAR;SUBIDA;NENHUM;0
AVIAO;BIMOTOR;PARTICULAR;TAXI;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
AVIAO;BIMOTOR;TAXI AEREO;ESTACIONAMENTO;LEVE;0
AVIAO;BIMOTOR;TAXI AEREO;TAXI;NENHUM;0
AVIAO;BIMOTOR;PARTICULAR;ESTACIONAMENTO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;SUBIDA;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;SUBIDA;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;TAXI;SUBSTANCIAL;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;OUTRA FASE;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DESCIDA;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;OUTRA FASE;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CIRCUITO DE TRAFEGO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;OUTRA FASE;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CIRCUITO DE TRAFEGO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;TAXI;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CIRCUITO DE TRAFEGO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CHEQUE DE MOTOR OU ROTOR;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CIRCUITO DE TRAFEGO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;SUBIDA;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DESCIDA;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;ARREMETIDA NO AR;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;PARTIDA DO MOTOR;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;OPERACAO DE SOLO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;SUBIDA;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;SUBSTANCIAL;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM VERTICAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CORRIDA APOS POUSO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;TAXI;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;ESPERA;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CIRCUITO DE TRAFEGO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;SUBSTANCIAL;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CIRCUITO DE TRAFEGO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;OUTRA FASE;INDETERMINADO;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
AVIAO;BIMOTOR;TAXI AEREO;TAXI;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;SUBSTANCIAL;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;TAXI;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;ESTACIONAMENTO;INDETERMINADO;0
HELICOPTERO;BIMOTOR;TAXI AEREO;INDETERMINADA;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;TAXI;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;TAXI;LEVE;0
AVIAO;TRIMOTOR;PARTICULAR;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;PARTICULAR;DECOLAGEM;NENHUM;0
AVIAO;BIMOTOR;PARTICULAR;SUBIDA;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;DESTRUIDA;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;SUBIDA;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;SUBIDA;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
AVIAO;TRIMOTOR;PARTICULAR;TAXI;LEVE;0
HELICOPTERO;BIMOTOR;PARTICULAR;APROXIMACAO FINAL;SUBSTANCIAL;0
HELICOPTERO;BIMOTOR;MULTIPLA;SUBIDA;LEVE;0
AVIAO;BIMOTOR;PARTICULAR;OUTRA FASE;SUBSTANCIAL;0
AVIAO;BIMOTOR;PARTICULAR;POUSO;LEVE;0
AVIAO;BIMOTOR;TAXI AEREO;CHEQUE DE MOTOR OU ROTOR;NENHUM;0
AVIAO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;LEVE;0
AVIAO;BIMOTOR;TAXI AEREO;CORRIDA APOS POUSO;LEVE;0
AVIAO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
AVIAO;BIMOTOR;TAXI AEREO;TAXI;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
AVIAO;BIMOTOR;TAXI AEREO;POUSO;SUBSTANCIAL;0
AVIAO;BIMOTOR;TAXI AEREO;CORRIDA APOS POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;SUBIDA;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;ESTACIONAMENTO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;TAXI;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;PAIRADO;NENHUM;0
AVIAO;BIMOTOR;TAXI AEREO;SUBIDA;LEVE;0
AVIAO;TRIMOTOR;TAXI AEREO;DESCIDA;NENHUM;0
AVIAO;BIMOTOR;TAXI AEREO;TAXI;LEVE;0
AVIAO;BIMOTOR;PARTICULAR;DECOLAGEM;SUBSTANCIAL;0
AVIAO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
AVIAO;BIMOTOR;TAXI AEREO;CORRIDA APOS POUSO;NENHUM;0
AVIAO;BIMOTOR;TAXI AEREO;SUBIDA;NENHUM;0
AVIAO;BIMOTOR;TAXI AEREO;TAXI;NENHUM;0
AVIAO;BIMOTOR;TAXI AEREO;CORRIDA APOS POUSO;NENHUM;0
AVIAO;BIMOTOR;TAXI AEREO;TAXI;NENHUM;0
AVIAO;BIMOTOR;TAXI AEREO;DECOLAGEM;NENHUM;0
AVIAO;BIMOTOR;TAXI AEREO;DECOLAGEM;NENHUM;0
AVIAO;BIMOTOR;TAXI AEREO;POUSO;LEVE;0
AVIAO;BIMOTOR;TAXI AEREO;POUSO;DESTRUIDA;0
AVIAO;BIMOTOR;TAXI AEREO;TAXI;NENHUM;0
AVIAO;BIMOTOR;TAXI AEREO;POUSO;LEVE;0
AVIAO;BIMOTOR;PARTICULAR;DECOLAGEM;NENHUM;0
HELICOPTERO;BIMOTOR;PARTICULAR;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;PARTICULAR;DECOLAGEM;LEVE;0
HELICOPTERO;BIMOTOR;PARTICULAR;TAXI;NENHUM;0
AVIAO;BIMOTOR;REGULAR;SUBIDA;NENHUM;0
AVIAO;BIMOTOR;REGULAR;APROXIMACAO FINAL;NENHUM;0
AVIAO;BIMOTOR;REGULAR;CORRIDA APOS POUSO;LEVE;0
AVIAO;BIMOTOR;REGULAR;SUBIDA;NENHUM;0
AVIAO;BIMOTOR;REGULAR;CRUZEIRO;NENHUM;0
AVIAO;BIMOTOR;REGULAR;POUSO;LEVE;0
AVIAO;BIMOTOR;REGULAR;APROXIMACAO FINAL;NENHUM;0
AVIAO;BIMOTOR;REGULAR;POUSO;LEVE;0
AVIAO;BIMOTOR;REGULAR;CORRIDA APOS POUSO;NENHUM;0
AVIAO;BIMOTOR;REGULAR;POUSO;LEVE;0
AVIAO;BIMOTOR;REGULAR;CRUZEIRO;NENHUM;0
AVIAO;BIMOTOR;REGULAR;SUBIDA;LEVE;0
AVIAO;BIMOTOR;REGULAR;CORRIDA APOS POUSO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;ESTACIONAMENTO;NENHUM;0
AVIAO;BIMOTOR;TAXI AEREO;POUSO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CIRCUITO DE TRAFEGO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
AVIAO;BIMOTOR;TAXI AEREO;CORRIDA APOS POUSO;LEVE;0
AVIAO;BIMOTOR;TAXI AEREO;DECOLAGEM;SUBSTANCIAL;0
HELICOPTERO;BIMOTOR;TAXI AEREO;SUBIDA;SUBSTANCIAL;0
HELICOPTERO;BIMOTOR;TAXI AEREO;PAIRADO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM VERTICAL;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;TAXI;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;TAXI;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;TAXI;SUBSTANCIAL;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CIRCUITO DE TRAFEGO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;TAXI;SUBSTANCIAL;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CIRCUITO DE TRAFEGO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DECOLAGEM VERTICAL;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;SUBSTANCIAL;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CIRCUITO DE TRAFEGO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;APROXIMACAO FINAL;SUBSTANCIAL;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CIRCUITO DE TRAFEGO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;POUSO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;SUBIDA;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DESCIDA;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;SUBIDA;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;DESCIDA;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;ESTACIONAMENTO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
HELICOPTERO;BIMOTOR;TAXI AEREO;ESTACIONAMENTO;LEVE;0
HELICOPTERO;BIMOTOR;TAXI AEREO;CIRCUITO DE TRAFEGO;NENHUM;0
AVIAO;BIMOTOR;REGULAR;SUBIDA;NENHUM;0
AVIAO;BIMOTOR;REGULAR;TAXI;NENHUM;0
AVIAO;BIMOTOR;REGULAR;CRUZEIRO;LEVE;0
AVIAO;BIMOTOR;REGULAR;SUBIDA;NENHUM;0
AVIAO;BIMOTOR;REGULAR;SUBIDA;NENHUM;0
AVIAO;BIMOTOR;REGULAR;OUTRA FASE;LEVE;0
AVIAO;BIMOTOR;REGULAR;TAXI;NENHUM;0
AVIAO;BIMOTOR;REGULAR;SUBIDA;NENHUM;0
AVIAO;BIMOTOR;REGULAR;ESTACIONAMENTO;NENHUM;0
AVIAO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
AVIAO;BIMOTOR;TAXI AEREO;CRUZEIRO;NENHUM;0
AVIAO;BIMOTOR;REGULAR;ESTACIONAMENTO;LEVE;0
AVIAO;BIMOTOR;REGULAR;TAXI;LEVE;0
AVIAO;BIMOTOR;REGULAR;APROXIMACAO FINAL;NENHUM;0
AVIAO;BIMOTOR;REGULAR;SUBIDA;NENHUM;0
AVIAO;BIMOTOR;REGULAR;CORRIDA APOS POUSO;NENHUM;0
AVIAO;BIMOTOR;REGULAR;SUBIDA;NENHUM;0
AVIAO;BIMOTOR;REGULAR;CIRCUITO DE TRAFEGO;NENHUM;0
AVIAO;BIMOTOR;REGULAR;DESCIDA;NENHUM;0
AVIAO;BIMOTOR;REGULAR;ESTACIONAMENTO;LEVE;0
AVIAO;BIMOTOR;REGULAR;CIRCUITO DE TRAFEGO;NENHUM;0
AVIAO;BIMOTOR;REGULAR;APROXIMACAO FINAL;LEVE;0
AVIAO;BIMOTOR;REGULAR;OUTRA FASE;NENHUM;0
AVIAO;BIMOTOR;REGULAR;DECOLAGEM;LEVE;0
AVIAO;BIMOTOR;REGULAR;CIRCUITO DE TRAFEGO;NENHUM;0
AVIAO;BIMOTOR;REGULAR;TAXI;NENHUM;0
AVIAO;BIMOTOR;REGULAR;OUTRA FASE;NENHUM;0
AVIAO;BIMOTOR;REGULAR;ESTACIONAMENTO;NENHUM;0
AVIAO;BIMOTOR;REGULAR;SUBIDA;NENHUM;0
AVIAO;BIMOTOR;REGULAR;CORRIDA APOS POUSO;LEVE;0
AVIAO;BIMOTOR;REGULAR;APROXIMACAO FINAL;NENHUM;0
AVIAO;BIMOTOR;REGULAR;TAXI;NENHUM;0
AVIAO;BIMOTOR;REGULAR;CRUZEIRO;NENHUM;0
AVIAO;BIMOTOR;REGULAR;CRUZEIRO;NENHUM;0
AVIAO;BIMOTOR;REGULAR;OUTRA FASE;NENHUM;0
AVIAO;BIMOTOR;REGULAR;SUBIDA;NENHUM;0
AVIAO;BIMOTOR;REGULAR;SUBIDA;NENHUM;0
AVIAO;BIMOTOR;REGULAR;DECOLAGEM;NENHUM;0
AVIAO;BIMOTOR;REGULAR;SUBIDA;NENHUM;0
AVIAO;BIMOTOR;REGULAR;APROXIMACAO FINAL;LEVE;0
AVIAO;BIMOTOR;REGULAR;POUSO;NENHUM;0
AVIAO;BIMOTOR;REGULAR;SUBIDA;NENHUM;0
AVIAO;BIMOTOR;REGULAR;SUBIDA;LEVE;0
AVIAO;BIMOTOR;REGULAR;SUBIDA;NENHUM;0
AVIAO;BIMOTOR;REGULAR;CRUZEIRO;NENHUM;0
AVIAO;BIMOTOR;REGULAR;CRUZEIRO;NENHUM;0
AVIAO;BIMOTOR;REGULAR;SUBIDA;LEVE;0
AVIAO;BIMOTOR;REGULAR;APROXIMACAO FINAL;NENHUM;0
